"ï..Antibiotic","Country","X..non.susceptibles","Intermediate","Nonsusceptible","tested","Pathogen","Resistant","SPECIMEN..Sample.","Susceptible"
"Ciprofloxacin","Thailand","0%",0,0,3,"Klebsiella pneumoniae",0,"urine",3
"Colistin","Thailand","48%",0,0,23,"Escherichia coli",11,"urine",12
"Colistin","Thailand","50%",0,0,2,"Klebsiella pneumoniae",1,"urine",1
"Ceftriaxone","Thailand","69%",0,0,122,"Escherichia coli",84,"urine",38
"Ceftriaxone","Thailand","29%",2,0,119,"Klebsiella pneumoniae",33,"urine",84
"Cefotaxime","Thailand","21%",0,0,38,"Escherichia coli",8,"urine",30
"Cefotaxime","Thailand","20%",0,0,112,"Klebsiella pneumoniae",22,"urine",90
"Doripenem","Thailand","10%",1,0,39,"Klebsiella pneumoniae",3,"urine",35
"Ertapenem","Thailand","0%",0,0,10,"Escherichia coli",0,"urine",10
"Ertapenem","Thailand","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Cefepime","Thailand","43%",2,0,51,"Escherichia coli",20,"urine",29
"Cefepime","Thailand","40%",0,0,15,"Klebsiella pneumoniae",6,"urine",9
"Imipenem","Thailand","38%",1,0,78,"Escherichia coli",29,"urine",48
"Imipenem","Thailand","21%",0,0,24,"Klebsiella pneumoniae",5,"urine",19
"Cephalosporins","Thailand","",0,0,0,"Escherichia coli",0,"urine",0
"Cephalosporins","Thailand","6%",0,0,78,"Klebsiella pneumoniae",5,"urine",73
"Carbapenems","Thailand","17%",0,0,23,"Escherichia coli",4,"urine",19
"Carbapenems","Thailand","30%",11,0,121,"Klebsiella pneumoniae",25,"urine",85
"Fluoroquinolones","Thailand","21%",1,0,38,"Escherichia coli",7,"urine",30
"Fluoroquinolones","Thailand","0%",0,0,121,"Klebsiella pneumoniae",0,"urine",121
"Levofloxacin","Thailand","5%",0,0,39,"Escherichia coli",2,"urine",37
"Levofloxacin","Thailand","37%",1,0,123,"Klebsiella pneumoniae",44,"urine",78
"Meropenem","Thailand","26%",0,0,39,"Escherichia coli",10,"urine",29
"Meropenem","Thailand","4%",0,0,121,"Klebsiella pneumoniae",5,"urine",116
"Co-trimoxazole","Thailand","10%",0,0,39,"Escherichia coli",4,"urine",35
"Co-trimoxazole","Thailand","20%",0,0,112,"Klebsiella pneumoniae",22,"urine",90
"Ampicillin","Thailand","10%",1,0,39,"Escherichia coli",3,"urine",35
"Ceftazidime","Thailand","24%",0,0,84,"Escherichia coli",20,"urine",64
"Ciprofloxacin","Thailand","8%",0,0,26,"Escherichia coli",2,"urine",24
"Colistin","Thailand","0%",0,0,116,"Escherichia coli",0,"urine",116
"Ceftriaxone","Thailand","3%",0,0,39,"Escherichia coli",1,"urine",38
"Cefotaxime","Thailand","52%",0,0,79,"Escherichia coli",41,"urine",38
"Ertapenem","Thailand","29%",0,0,21,"Escherichia coli",6,"urine",15
"Cefepime","Thailand","80%",2,0,60,"Escherichia coli",46,"urine",12
"Imipenem","Thailand","29%",0,0,56,"Escherichia coli",16,"urine",40
"Cephalosporins","Thailand","38%",0,0,21,"Escherichia coli",8,"urine",13
"Carbapenems","Thailand","26%",0,0,58,"Escherichia coli",15,"urine",43
"Fluoroquinolones","Thailand","9%",0,0,22,"Escherichia coli",2,"urine",20
"Levofloxacin","Thailand","0%",0,0,11,"Escherichia coli",0,"urine",11
"Meropenem","Thailand","0%",0,0,4,"Escherichia coli",0,"urine",4
"Co-trimoxazole","Thailand","32%",0,0,38,"Escherichia coli",12,"urine",26
"Ampicillin","Thailand","42%",0,0,12,"Escherichia coli",5,"urine",7
"Ceftazidime","Thailand","39%",0,0,36,"Escherichia coli",14,"urine",22
"Ceftazidime","Thailand","44%",1,0,18,"Klebsiella pneumoniae",7,"urine",10
"Ciprofloxacin","Thailand","0%",0,0,1,"Escherichia coli",0,"urine",1
"Ciprofloxacin","Thailand","10%",0,0,30,"Klebsiella pneumoniae",3,"urine",27
"Colistin","Thailand","29%",0,0,14,"Escherichia coli",4,"urine",10
"Colistin","Thailand","31%",2,0,54,"Klebsiella pneumoniae",15,"urine",37
"Ceftriaxone","Thailand","25%",0,0,20,"Escherichia coli",5,"urine",15
"Ceftriaxone","Thailand","2%",0,0,56,"Klebsiella pneumoniae",1,"urine",55
"Cefotaxime","Thailand","14%",0,0,22,"Escherichia coli",3,"urine",19
"Cefotaxime","Thailand","33%",0,0,58,"Klebsiella pneumoniae",19,"urine",39
"Doripenem","Thailand","38%",0,0,21,"Klebsiella pneumoniae",8,"urine",13
"Ertapenem","Thailand","5%",0,0,59,"Escherichia coli",3,"urine",56
"Ertapenem","Thailand","18%",0,0,22,"Klebsiella pneumoniae",4,"urine",18
"Cefepime","Thailand","29%",0,0,58,"Escherichia coli",17,"urine",41
"Cefepime","Thailand","9%",0,0,22,"Klebsiella pneumoniae",2,"urine",20
"Imipenem","Thailand","32%",0,0,38,"Escherichia coli",12,"urine",26
"Imipenem","Thailand","13%",0,0,15,"Klebsiella pneumoniae",2,"urine",13
"Cephalosporins","Thailand","0%",0,0,54,"Escherichia coli",0,"urine",54
"Cephalosporins","Thailand","5%",0,0,19,"Klebsiella pneumoniae",1,"urine",18
"Carbapenems","Thailand","46%",0,0,39,"Escherichia coli",18,"urine",21
"Carbapenems","Thailand","41%",0,0,17,"Klebsiella pneumoniae",7,"urine",10
"Fluoroquinolones","Thailand","77%",0,0,81,"Escherichia coli",62,"urine",19
"Fluoroquinolones","Thailand","35%",1,0,81,"Klebsiella pneumoniae",27,"urine",53
"Levofloxacin","Thailand","33%",0,0,33,"Escherichia coli",11,"urine",22
"Levofloxacin","Thailand","33%",2,0,76,"Klebsiella pneumoniae",23,"urine",51
"Meropenem","Thailand","21%",0,0,34,"Escherichia coli",7,"urine",27
"Meropenem","Thailand","0%",0,0,4,"Klebsiella pneumoniae",0,"urine",4
"Co-trimoxazole","Thailand","29%",0,0,7,"Escherichia coli",2,"urine",5
"Co-trimoxazole","Thailand","36%",0,0,44,"Klebsiella pneumoniae",16,"urine",28
"Ampicillin","Thailand","33%",0,0,21,"Escherichia coli",7,"urine",14
"Ceftazidime","Thailand","42%",0,0,38,"Escherichia coli",16,"urine",22
"Ceftazidime","Thailand","61%",0,0,18,"Klebsiella pneumoniae",11,"urine",7
"Ciprofloxacin","Thailand","0%",0,0,1,"Escherichia coli",0,"urine",1
"Ciprofloxacin","Thailand","9%",0,0,44,"Klebsiella pneumoniae",4,"urine",40
"Colistin","Thailand","17%",0,0,18,"Escherichia coli",3,"urine",15
"Colistin","Thailand","32%",4,0,81,"Klebsiella pneumoniae",22,"urine",55
"Ceftriaxone","Thailand","27%",0,0,33,"Escherichia coli",9,"urine",24
"Ceftriaxone","Thailand","1%",0,0,80,"Klebsiella pneumoniae",1,"urine",79
"Cefotaxime","Thailand","6%",0,0,33,"Escherichia coli",2,"urine",31
"Cefotaxime","Thailand","37%",0,0,81,"Klebsiella pneumoniae",30,"urine",51
"Doripenem","Thailand","38%",0,0,34,"Klebsiella pneumoniae",13,"urine",21
"Ertapenem","Thailand","6%",1,0,80,"Escherichia coli",4,"urine",75
"Ertapenem","Thailand","12%",0,0,34,"Klebsiella pneumoniae",4,"urine",30
"Cefepime","Thailand","33%",2,0,76,"Escherichia coli",23,"urine",51
"Cefepime","Thailand","21%",0,0,34,"Klebsiella pneumoniae",7,"urine",27
"Imipenem","Thailand","29%",1,0,48,"Escherichia coli",13,"urine",34
"Imipenem","Thailand","22%",0,0,18,"Klebsiella pneumoniae",4,"urine",14
"Cephalosporins","Thailand","1%",1,0,79,"Escherichia coli",0,"urine",78
"Cephalosporins","Thailand","9%",0,0,33,"Klebsiella pneumoniae",3,"urine",30
"Carbapenems","Thailand","45%",0,0,49,"Escherichia coli",22,"urine",27
"Carbapenems","Thailand","50%",0,0,18,"Klebsiella pneumoniae",9,"urine",9
"Fluoroquinolones","Thailand","58%",0,0,38,"Escherichia coli",22,"urine",16
"Fluoroquinolones","Thailand","19%",0,0,36,"Klebsiella pneumoniae",7,"urine",29
"Levofloxacin","Thailand","18%",0,0,11,"Escherichia coli",2,"urine",9
"Levofloxacin","Thailand","26%",1,0,38,"Klebsiella pneumoniae",9,"urine",28
"Meropenem","Thailand","0%",0,0,12,"Escherichia coli",0,"urine",12
"Meropenem","Thailand","8%",0,0,13,"Klebsiella pneumoniae",1,"urine",12
"Co-trimoxazole","Thailand","0%",0,0,1,"Escherichia coli",0,"urine",1
"Co-trimoxazole","Thailand","23%",1,0,26,"Klebsiella pneumoniae",5,"urine",20
"Ampicillin","Thailand","33%",0,0,6,"Escherichia coli",2,"urine",4
"Ceftazidime","Thailand","23%",1,0,26,"Escherichia coli",5,"urine",20
"Ciprofloxacin","Thailand","9%",0,0,11,"Escherichia coli",1,"urine",10
"Colistin","Thailand","",0,0,0,"Escherichia coli",0,"urine",0
"Ceftriaxone","Thailand","5%",0,0,22,"Escherichia coli",1,"urine",21
"Cefotaxime","Thailand","13%",0,0,8,"Escherichia coli",1,"urine",7
"Ertapenem","Thailand","16%",0,0,37,"Escherichia coli",6,"urine",31
"Cefepime","Thailand","17%",0,0,12,"Escherichia coli",2,"urine",10
"Imipenem","Thailand","0%",0,0,37,"Escherichia coli",0,"urine",37
"Cephalosporins","Thailand","9%",0,0,11,"Escherichia coli",1,"urine",10
"Carbapenems","Thailand","23%",1,0,39,"Escherichia coli",8,"urine",30
"Fluoroquinolones","Thailand","17%",0,0,12,"Escherichia coli",2,"urine",10
"Levofloxacin","Thailand","3%",0,0,39,"Escherichia coli",1,"urine",38
"Meropenem","Thailand","8%",0,0,12,"Escherichia coli",1,"urine",11
"Co-trimoxazole","Thailand","26%",1,0,38,"Escherichia coli",9,"urine",28
"Ampicillin","Thailand","0%",0,0,12,"Escherichia coli",0,"urine",12
"Ceftazidime","Thailand","21%",0,0,28,"Escherichia coli",6,"urine",22
"Ceftazidime","Thailand","0%",0,0,10,"Klebsiella pneumoniae",0,"urine",10
"Ciprofloxacin","Thailand","0%",0,0,35,"Escherichia coli",0,"urine",35
"Ciprofloxacin","Thailand","0%",0,0,11,"Klebsiella pneumoniae",0,"urine",11
"Colistin","Thailand","17%",0,0,24,"Escherichia coli",4,"urine",20
"Colistin","Thailand","11%",0,0,9,"Klebsiella pneumoniae",1,"urine",8
"Ceftriaxone","Thailand","81%",0,0,78,"Escherichia coli",63,"urine",15
"Ceftriaxone","Thailand","43%",2,0,75,"Klebsiella pneumoniae",30,"urine",43
"Cefotaxime","Thailand","48%",0,0,25,"Escherichia coli",12,"urine",13
"Cefotaxime","Thailand","42%",0,0,72,"Klebsiella pneumoniae",30,"urine",42
"Doripenem","Thailand","52%",0,0,25,"Klebsiella pneumoniae",13,"urine",12
"Ertapenem","Thailand","0%",0,0,9,"Escherichia coli",0,"urine",9
"Ertapenem","Thailand","0%",0,0,9,"Klebsiella pneumoniae",0,"urine",9
"Cefepime","Thailand","49%",0,0,51,"Escherichia coli",25,"urine",26
"Cefepime","Thailand","53%",0,0,17,"Klebsiella pneumoniae",9,"urine",8
"Imipenem","Thailand","54%",0,0,37,"Escherichia coli",20,"urine",17
"Imipenem","Thailand","63%",0,0,16,"Klebsiella pneumoniae",10,"urine",6
"Cephalosporins","Thailand","0%",0,0,1,"Escherichia coli",0,"urine",1
"Cephalosporins","Thailand","7%",0,0,41,"Klebsiella pneumoniae",3,"urine",38
"Carbapenems","Thailand","27%",0,0,15,"Escherichia coli",4,"urine",11
"Carbapenems","Thailand","41%",6,0,74,"Klebsiella pneumoniae",24,"urine",44
"Fluoroquinolones","Thailand","48%",0,0,25,"Escherichia coli",12,"urine",13
"Fluoroquinolones","Thailand","1%",1,0,78,"Klebsiella pneumoniae",0,"urine",77
"Levofloxacin","Thailand","12%",0,0,25,"Escherichia coli",3,"urine",22
"Levofloxacin","Thailand","51%",1,0,78,"Klebsiella pneumoniae",39,"urine",38
"Meropenem","Thailand","52%",0,0,25,"Escherichia coli",13,"urine",12
"Meropenem","Thailand","5%",1,0,78,"Klebsiella pneumoniae",3,"urine",74
"Co-trimoxazole","Thailand","24%",0,0,25,"Escherichia coli",6,"urine",19
"Co-trimoxazole","Thailand","43%",0,0,72,"Klebsiella pneumoniae",31,"urine",41
"Ampicillin","Thailand","52%",0,0,25,"Escherichia coli",13,"urine",12
"Ceftazidime","Thailand","42%",0,0,43,"Escherichia coli",18,"urine",25
"Ceftazidime","Thailand","41%",0,0,17,"Klebsiella pneumoniae",7,"urine",10
"Ciprofloxacin","Thailand","0%",0,0,78,"Escherichia coli",0,"urine",78
"Ciprofloxacin","Thailand","16%",0,0,25,"Klebsiella pneumoniae",4,"urine",21
"Colistin","Thailand","62%",0,0,42,"Escherichia coli",26,"urine",16
"Colistin","Thailand","67%",0,0,15,"Klebsiella pneumoniae",10,"urine",5
"Ceftriaxone","Thailand","67%",0,0,43,"Escherichia coli",29,"urine",14
"Ceftriaxone","Thailand","28%",0,0,39,"Klebsiella pneumoniae",11,"urine",28
"Cefotaxime","Thailand","23%",0,0,13,"Escherichia coli",3,"urine",10
"Cefotaxime","Thailand","57%",0,0,42,"Klebsiella pneumoniae",24,"urine",18
"Doripenem","Thailand","8%",0,0,13,"Klebsiella pneumoniae",1,"urine",12
"Ertapenem","Thailand","0%",0,0,12,"Escherichia coli",0,"urine",12
"Ertapenem","Thailand","0%",0,0,3,"Klebsiella pneumoniae",0,"urine",3
"Cefepime","Thailand","37%",0,0,27,"Escherichia coli",10,"urine",17
"Cefepime","Thailand","30%",0,0,10,"Klebsiella pneumoniae",3,"urine",7
"Imipenem","Thailand","31%",0,0,32,"Escherichia coli",10,"urine",22
"Imipenem","Thailand","13%",0,0,8,"Klebsiella pneumoniae",1,"urine",7
"Cephalosporins","Thailand","0%",0,0,1,"Escherichia coli",0,"urine",1
"Cephalosporins","Thailand","13%",0,0,24,"Klebsiella pneumoniae",3,"urine",21
"Carbapenems","Thailand","0%",0,0,6,"Escherichia coli",0,"urine",6
"Carbapenems","Thailand","28%",0,0,39,"Klebsiella pneumoniae",11,"urine",28
"Fluoroquinolones","Thailand","17%",0,0,12,"Escherichia coli",2,"urine",10
"Fluoroquinolones","Thailand","7%",0,0,43,"Klebsiella pneumoniae",3,"urine",40
"Levofloxacin","Thailand","7%",1,0,14,"Escherichia coli",0,"urine",13
"Levofloxacin","Thailand","30%",0,0,43,"Klebsiella pneumoniae",13,"urine",30
"Meropenem","Thailand","21%",0,0,14,"Escherichia coli",3,"urine",11
"Meropenem","Thailand","9%",0,0,43,"Klebsiella pneumoniae",4,"urine",39
"Co-trimoxazole","Thailand","7%",0,0,14,"Escherichia coli",1,"urine",13
"Co-trimoxazole","Thailand","57%",0,0,42,"Klebsiella pneumoniae",24,"urine",18
"Ampicillin","Thailand","8%",0,0,13,"Escherichia coli",1,"urine",12
"Ceftazidime","Thailand","50%",0,0,32,"Escherichia coli",16,"urine",16
"Ciprofloxacin","Thailand","0%",0,0,6,"Escherichia coli",0,"urine",6
"Colistin","Thailand","0%",0,0,38,"Escherichia coli",0,"urine",38
"Ceftriaxone","Thailand","9%",0,0,11,"Escherichia coli",1,"urine",10
"Cefotaxime","Thailand","41%",0,0,32,"Escherichia coli",13,"urine",19
"Ertapenem","Thailand","29%",0,0,7,"Escherichia coli",2,"urine",5
"Cefepime","Thailand","83%",1,0,75,"Escherichia coli",61,"urine",13
"Imipenem","Thailand","49%",1,0,73,"Escherichia coli",35,"urine",37
"Cephalosporins","Thailand","51%",0,0,35,"Escherichia coli",18,"urine",17
"Carbapenems","Thailand","44%",0,0,75,"Escherichia coli",33,"urine",42
"Fluoroquinolones","Thailand","51%",1,0,35,"Escherichia coli",17,"urine",17
"Levofloxacin","Thailand","0%",0,0,7,"Escherichia coli",0,"urine",7
"Meropenem","Thailand","33%",0,0,9,"Escherichia coli",3,"urine",6
"Co-trimoxazole","Thailand","57%",0,0,42,"Escherichia coli",24,"urine",18
"Ampicillin","Thailand","57%",0,0,23,"Escherichia coli",13,"urine",10
"Ceftazidime","Thailand","45%",0,0,42,"Escherichia coli",19,"urine",23
"Ceftazidime","Thailand","76%",0,0,17,"Klebsiella pneumoniae",13,"urine",4
"Ciprofloxacin","Thailand","",0,0,0,"Escherichia coli",0,"urine",0
"Ciprofloxacin","Thailand","3%",0,0,39,"Klebsiella pneumoniae",1,"urine",38
"Colistin","Thailand","42%",0,0,19,"Escherichia coli",8,"urine",11
"Colistin","Thailand","49%",1,0,74,"Klebsiella pneumoniae",35,"urine",38
"Ceftriaxone","Thailand","42%",2,0,33,"Escherichia coli",12,"urine",19
"Ceftriaxone","Thailand","0%",0,0,75,"Klebsiella pneumoniae",0,"urine",75
"Cefotaxime","Thailand","23%",0,0,35,"Escherichia coli",8,"urine",27
"Cefotaxime","Thailand","53%",1,0,76,"Klebsiella pneumoniae",39,"urine",36
"Doripenem","Thailand","57%",0,0,35,"Klebsiella pneumoniae",20,"urine",15
"Ertapenem","Thailand","1%",0,0,75,"Escherichia coli",1,"urine",74
"Ertapenem","Thailand","34%",0,0,35,"Klebsiella pneumoniae",12,"urine",23
"Cefepime","Thailand","44%",0,0,75,"Escherichia coli",33,"urine",42
"Cefepime","Thailand","51%",1,0,35,"Klebsiella pneumoniae",17,"urine",17
"Imipenem","Thailand","48%",1,0,42,"Escherichia coli",19,"urine",22
"Imipenem","Thailand","55%",0,0,20,"Klebsiella pneumoniae",11,"urine",9
"Cephalosporins","Thailand","0%",0,0,75,"Escherichia coli",0,"urine",75
"Cephalosporins","Thailand","26%",0,0,35,"Klebsiella pneumoniae",9,"urine",26
"Carbapenems","Thailand","33%",0,0,42,"Escherichia coli",14,"urine",28
"Carbapenems","Thailand","74%",0,0,19,"Klebsiella pneumoniae",14,"urine",5
"Fluoroquinolones","Thailand","100%",0,0,1,"Escherichia coli",1,"urine",0
"Fluoroquinolones","Thailand","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Levofloxacin","Thailand","100%",0,0,1,"Escherichia coli",1,"urine",0
"Levofloxacin","Thailand","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Meropenem","Thailand","",0,0,0,"Escherichia coli",0,"urine",0
"Meropenem","Thailand","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Co-trimoxazole","Thailand","",0,0,0,"Escherichia coli",0,"urine",0
"Co-trimoxazole","Thailand","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Ampicillin","Thailand","0%",0,0,1,"Escherichia coli",0,"urine",1
"Ceftazidime","Thailand","0%",0,0,1,"Escherichia coli",0,"urine",1
"Ceftazidime","Thailand","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Ciprofloxacin","Thailand","0%",0,0,1,"Escherichia coli",0,"urine",1
"Ciprofloxacin","Thailand","100%",0,0,1,"Klebsiella pneumoniae",1,"urine",0
"Colistin","Thailand","100%",1,0,1,"Escherichia coli",0,"urine",0
"Colistin","Thailand","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Ceftriaxone","Thailand","",0,0,0,"Escherichia coli",0,"urine",0
"Ceftriaxone","Thailand","71%",0,0,45,"Klebsiella pneumoniae",32,"urine",13
"Cefotaxime","Thailand","51%",0,0,45,"Escherichia coli",23,"urine",22
"Cefotaxime","Thailand","25%",0,0,12,"Klebsiella pneumoniae",3,"urine",9
"Doripenem","Thailand","62%",0,0,45,"Klebsiella pneumoniae",28,"urine",17
"Ertapenem","Thailand","31%",0,0,13,"Escherichia coli",4,"urine",9
"Ertapenem","Thailand","0%",0,0,12,"Klebsiella pneumoniae",0,"urine",12
"Cefepime","Thailand","",0,0,0,"Escherichia coli",0,"urine",0
"Cefepime","Thailand","51%",0,0,35,"Klebsiella pneumoniae",18,"urine",17
"Imipenem","Thailand","33%",0,0,9,"Escherichia coli",3,"urine",6
"Imipenem","Thailand","57%",0,0,35,"Klebsiella pneumoniae",20,"urine",15
"Cephalosporins","Thailand","17%",0,0,6,"Escherichia coli",1,"urine",5
"Cephalosporins","Thailand","0%",0,0,2,"Klebsiella pneumoniae",0,"urine",2
"Carbapenems","Thailand","8%",0,0,24,"Escherichia coli",2,"urine",22
"Carbapenems","Thailand","0%",0,0,5,"Klebsiella pneumoniae",0,"urine",5
"Fluoroquinolones","Thailand","51%",0,0,45,"Escherichia coli",23,"urine",22
"Fluoroquinolones","Thailand","23%",0,0,13,"Klebsiella pneumoniae",3,"urine",10
"Levofloxacin","Thailand","2%",0,0,46,"Escherichia coli",1,"urine",45
"Levofloxacin","Thailand","0%",0,0,13,"Klebsiella pneumoniae",0,"urine",13
"Meropenem","Thailand","51%",0,0,47,"Escherichia coli",24,"urine",23
"Meropenem","Thailand","23%",0,0,13,"Klebsiella pneumoniae",3,"urine",10
"Co-trimoxazole","Thailand","4%",0,0,46,"Escherichia coli",2,"urine",44
"Co-trimoxazole","Thailand","0%",0,0,14,"Klebsiella pneumoniae",0,"urine",14
"Ampicillin","Thailand","62%",0,0,45,"Escherichia coli",28,"urine",17
"Ceftazidime","Thailand","31%",0,0,13,"Escherichia coli",4,"urine",9
"Ceftazidime","Thailand","62%",3,0,34,"Klebsiella pneumoniae",18,"urine",13
"Ciprofloxacin","Thailand","33%",0,0,6,"Escherichia coli",2,"urine",4
"Ciprofloxacin","Thailand","0%",0,0,42,"Klebsiella pneumoniae",0,"urine",42
"Colistin","Thailand","0%",0,0,13,"Escherichia coli",0,"urine",13
"Colistin","Thailand","53%",0,0,32,"Klebsiella pneumoniae",17,"urine",15
"Ceftriaxone","Thailand","0%",0,0,7,"Escherichia coli",0,"urine",7
"Ceftriaxone","Thailand","79%",0,0,70,"Klebsiella pneumoniae",55,"urine",15
"Cefotaxime","Thailand","63%",1,0,67,"Escherichia coli",41,"urine",25
"Cefotaxime","Thailand","34%",0,0,35,"Klebsiella pneumoniae",12,"urine",23
"Doripenem","Thailand","66%",2,0,61,"Klebsiella pneumoniae",38,"urine",21
"Ertapenem","Thailand","36%",0,0,39,"Escherichia coli",14,"urine",25
"Ertapenem","Thailand","15%",0,0,13,"Klebsiella pneumoniae",2,"urine",11
"Cefepime","Thailand","18%",0,0,11,"Escherichia coli",2,"urine",9
"Cefepime","Thailand","74%",0,0,39,"Klebsiella pneumoniae",29,"urine",10
"Imipenem","Thailand","42%",0,0,24,"Escherichia coli",10,"urine",14
"Imipenem","Thailand","57%",0,0,44,"Klebsiella pneumoniae",25,"urine",19
"Cephalosporins","Thailand","60%",0,0,20,"Escherichia coli",12,"urine",8
"Cephalosporins","Thailand","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Carbapenems","Thailand","15%",0,0,39,"Escherichia coli",6,"urine",33
"Carbapenems","Thailand","30%",0,0,20,"Klebsiella pneumoniae",6,"urine",14
"Fluoroquinolones","Thailand","61%",8,0,67,"Escherichia coli",33,"urine",26
"Fluoroquinolones","Thailand","36%",0,0,36,"Klebsiella pneumoniae",13,"urine",23
"Levofloxacin","Thailand","7%",0,0,70,"Escherichia coli",5,"urine",65
"Levofloxacin","Thailand","15%",0,0,39,"Klebsiella pneumoniae",6,"urine",33
"Meropenem","Thailand","66%",1,0,70,"Escherichia coli",45,"urine",24
"Meropenem","Thailand","41%",0,0,39,"Klebsiella pneumoniae",16,"urine",23
"Co-trimoxazole","Thailand","10%",0,0,70,"Escherichia coli",7,"urine",63
"Co-trimoxazole","Thailand","23%",0,0,39,"Klebsiella pneumoniae",9,"urine",30
"Ampicillin","Thailand","66%",2,0,61,"Escherichia coli",38,"urine",21
"Ceftazidime","Thailand","36%",0,0,39,"Escherichia coli",14,"urine",25
"Ceftazidime","Thailand","64%",1,0,47,"Klebsiella pneumoniae",29,"urine",17
"Ciprofloxacin","Thailand","45%",1,0,20,"Escherichia coli",8,"urine",11
"Ciprofloxacin","Thailand","3%",0,0,67,"Klebsiella pneumoniae",2,"urine",65
"Colistin","Thailand","21%",2,0,39,"Escherichia coli",6,"urine",31
"Colistin","Thailand","55%",0,0,47,"Klebsiella pneumoniae",26,"urine",21
"Ceftriaxone","Thailand","50%",0,0,26,"Escherichia coli",13,"urine",13
"Ceftriaxone","Thailand","70%",0,0,33,"Klebsiella pneumoniae",23,"urine",10
