"Species","syndrome","Country","Year","variable","n","rate_r","Prop_Syn","Dataset"
"Enterobacter cloacae","c.uti","Latvia",2017,"Cefuroxime",4,0.75,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Spain",2017,"Aminopenicillins",26,0.884615384615385,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Spain",2017,"Meropenem",26,0.0384615384615385,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Morocco",2017,"Levofloxacin",2,0.5,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Morocco",2017,"Cephalosporins",2,0.5,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Morocco",2017,"Cefuroxime",2,0.5,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Israel",2017,"Cefuroxime",6,0.666666666666667,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Morocco",2017,"Fluoroquinolones",2,0.5,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","South Africa",2017,"Amoxicillin",3,1,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Canada",2017,"Co-amoxiclav",10,1,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Ireland",2017,"Aminoglycosides",5,0.2,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Canada",2017,"Carbapenems",10,0,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Philippines",2017,"Fluoroquinolones",12,0.416666666666667,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Jordan",2017,"Amoxicillin",2,1,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Hungary",2017,"Amoxicillin",2,1,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Kuwait",2017,"Aminopenicillins",16,1,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Japan",2017,"Aminoglycosides",5,0,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Japan",2017,"Fluoroquinolones",5,0.2,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Sweden",2017,"Carbapenems",7,0,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Colombia",2017,"Levofloxacin",5,0.6,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Sweden",2017,"Aminopenicillins",7,0.857142857142857,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Sweden",2017,"Fluoroquinolones",7,0,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Germany",2017,"Carbapenems",17,0.117647058823529,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Sweden",2017,"Amoxicillin",7,0.857142857142857,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Thailand",2017,"Co-amoxiclav",9,1,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Taiwan",2017,"Levofloxacin",6,0.5,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Mexico",2017,"Aminoglycosides",4,0.25,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Mexico",2017,"Co-amoxiclav",4,0.75,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Venezuela",2017,"Cephalosporins",2,0,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Korea, South",2017,"Ceftriaxone",15,0.6,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Australia",2017,"Ceftriaxone",9,0.222222222222222,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Poland",2017,"Aminoglycosides",8,0.125,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Netherlands",2017,"Aminoglycosides",14,0,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Poland",2017,"Ceftriaxone",8,0.75,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Italy",2017,"Cephalosporins",21,0.428571428571429,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Panama",2017,"Aminopenicillins",1,1,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Panama",2017,"Meropenem",1,0,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Italy",2017,"Fluoroquinolones",21,0.0952380952380952,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Denmark",2017,"Ceftriaxone",9,0.444444444444444,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Russia",2017,"Amoxicillin",2,1,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","France",2017,"Levofloxacin",37,0.189189189189189,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Jordan",2017,"Cephalosporins",2,1,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Denmark",2017,"Cephalosporins",9,0.444444444444444,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Italy",2017,"Amoxicillin",21,1,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Poland",2017,"Cefuroxime",8,0.75,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Venezuela",2017,"Aminopenicillins",2,1,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Netherlands",2017,"Cephalosporins",14,0.357142857142857,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Netherlands",2017,"Levofloxacin",14,0,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Kuwait",2017,"Cefuroxime",16,0.75,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Ireland",2017,"Carbapenems",5,0,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Ireland",2017,"Cephalosporins",5,0.6,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Kuwait",2017,"Fluoroquinolones",16,0.375,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Hungary",2017,"Cefuroxime",2,1,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Kuwait",2017,"Amoxicillin",16,1,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Kuwait",2017,"Ceftriaxone",16,0.75,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Jordan",2017,"Cefuroxime",2,1,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Philippines",2017,"Aminoglycosides",12,0,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Kuwait",2017,"Levofloxacin",16,0.375,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Panama",2017,"Fluoroquinolones",1,1,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Belgium",2017,"Levofloxacin",24,0.0416666666666667,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Netherlands",2017,"Amoxicillin",14,0.928571428571429,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Guatemala",2017,"Meropenem",6,0,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Sweden",2017,"Cefuroxime",7,0,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Portugal",2017,"Aminopenicillins",5,0.8,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Belgium",2017,"Ceftriaxone",24,0.458333333333333,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Taiwan",2017,"Aminoglycosides",6,0,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Serbia",2017,"Cefuroxime",4,1,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Korea, South",2017,"Meropenem",15,0.0666666666666667,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Serbia",2017,"Carbapenems",4,0.25,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Serbia",2017,"Aminopenicillins",4,1,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Czech Republic",2017,"Amoxicillin",9,0.777777777777778,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Japan",2017,"Aminopenicillins",5,0.8,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","France",2017,"Amoxicillin",37,0.864864864864865,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Colombia",2017,"Ceftriaxone",5,0.8,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Switzerland",2017,"Cefuroxime",4,0.25,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Mexico",2017,"Cefuroxime",4,0.5,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Italy",2017,"Aminoglycosides",21,0,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Panama",2017,"Ceftriaxone",1,1,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Philippines",2017,"Ceftriaxone",12,0.666666666666667,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Philippines",2017,"Cefuroxime",12,0.666666666666667,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Poland",2017,"Aminopenicillins",8,1,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","France",2017,"Aminopenicillins",37,0.864864864864865,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","France",2017,"Cefuroxime",37,0.540540540540541,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Morocco",2017,"Carbapenems",2,0,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Serbia",2017,"Aminoglycosides",4,0.25,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Korea, South",2017,"Co-amoxiclav",15,1,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","France",2017,"Cephalosporins",37,0.567567567567568,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Israel",2017,"Amoxicillin",6,0.833333333333333,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Ireland",2017,"Meropenem",5,0,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Panama",2017,"Amoxicillin",1,1,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Ireland",2017,"Levofloxacin",5,0,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Germany",2017,"Cephalosporins",17,0.352941176470588,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Turkey",2017,"Amoxicillin",5,1,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Romania",2017,"Carbapenems",5,0.2,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Philippines",2017,"Amoxicillin",12,0.916666666666667,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Philippines",2017,"Levofloxacin",12,0.416666666666667,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Kuwait",2017,"Carbapenems",16,0.0625,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Italy",2017,"Cefuroxime",21,0.428571428571429,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Poland",2017,"Amoxicillin",8,1,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Colombia",2017,"Fluoroquinolones",5,0.6,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Colombia",2017,"Cefuroxime",5,0.8,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Guatemala",2017,"Levofloxacin",6,0,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Guatemala",2017,"Ceftriaxone",6,0.166666666666667,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Portugal",2017,"Cefuroxime",5,0.6,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Panama",2017,"Co-amoxiclav",1,1,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Ireland",2017,"Ceftriaxone",5,0.6,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Germany",2017,"Amoxicillin",17,0.882352941176471,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Mexico",2017,"Meropenem",4,0.25,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Korea, South",2017,"Levofloxacin",15,0.333333333333333,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Korea, South",2017,"Aminopenicillins",15,1,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Poland",2017,"Meropenem",8,0,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Philippines",2017,"Meropenem",12,0.166666666666667,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Netherlands",2017,"Carbapenems",14,0.0714285714285714,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Poland",2017,"Cephalosporins",8,0.75,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Colombia",2017,"Co-amoxiclav",5,0.8,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Italy",2017,"Carbapenems",21,0.0952380952380952,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Switzerland",2017,"Amoxicillin",4,1,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Sweden",2017,"Meropenem",7,0,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Germany",2017,"Ceftriaxone",17,0.352941176470588,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Romania",2017,"Aminopenicillins",5,1,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Kuwait",2017,"Cephalosporins",16,0.75,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Panama",2017,"Cephalosporins",1,1,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Sweden",2017,"Co-amoxiclav",7,1,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","France",2017,"Aminoglycosides",37,0.027027027027027,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Poland",2017,"Co-amoxiclav",8,1,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Colombia",2017,"Amoxicillin",5,0.8,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Czech Republic",2017,"Fluoroquinolones",9,0.111111111111111,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Netherlands",2017,"Meropenem",14,0,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","France",2017,"Carbapenems",37,0,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Netherlands",2017,"Fluoroquinolones",14,0,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Germany",2017,"Aminoglycosides",17,0,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Denmark",2017,"Fluoroquinolones",9,0.111111111111111,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Germany",2017,"Fluoroquinolones",17,0.0588235294117647,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Taiwan",2017,"Meropenem",6,0,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Pakistan",2017,"Cefuroxime",3,1,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Ireland",2017,"Amoxicillin",5,1,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Turkey",2017,"Aminoglycosides",5,0,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Morocco",2017,"Co-amoxiclav",2,1,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Belgium",2017,"Amoxicillin",24,0.916666666666667,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Morocco",2017,"Meropenem",2,0,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Colombia",2017,"Aminopenicillins",5,0.8,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Colombia",2017,"Cephalosporins",5,0.8,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Guatemala",2017,"Co-amoxiclav",6,0.833333333333333,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Poland",2017,"Levofloxacin",8,0.25,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Czech Republic",2017,"Co-amoxiclav",9,1,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Philippines",2017,"Co-amoxiclav",12,1,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Portugal",2017,"Carbapenems",5,0,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Turkey",2017,"Co-amoxiclav",5,1,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Serbia",2017,"Cephalosporins",4,1,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Ireland",2017,"Cefuroxime",5,0.6,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Czech Republic",2017,"Cefuroxime",9,0.222222222222222,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Korea, South",2017,"Aminoglycosides",15,0,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Serbia",2017,"Amoxicillin",4,1,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","France",2017,"Fluoroquinolones",37,0.189189189189189,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Denmark",2017,"Carbapenems",9,0,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Colombia",2017,"Meropenem",5,0.2,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Panama",2017,"Cefuroxime",1,1,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Colombia",2017,"Aminoglycosides",5,0.6,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Germany",2017,"Aminopenicillins",17,0.882352941176471,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Morocco",2017,"Amoxicillin",2,1,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Canada",2017,"Levofloxacin",10,0.1,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Kuwait",2017,"Co-amoxiclav",16,1,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Turkey",2017,"Meropenem",5,0,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Morocco",2017,"Aminoglycosides",2,0,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Morocco",2017,"Aminopenicillins",2,1,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Denmark",2017,"Aminopenicillins",9,0.888888888888889,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Venezuela",2017,"Amoxicillin",2,1,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Korea, South",2017,"Carbapenems",15,0.0666666666666667,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Poland",2017,"Carbapenems",8,0,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Denmark",2017,"Cefuroxime",9,0.444444444444444,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Venezuela",2017,"Co-amoxiclav",2,1,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Venezuela",2017,"Levofloxacin",2,0,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Taiwan",2017,"Co-amoxiclav",6,1,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Turkey",2017,"Cefuroxime",5,0.4,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Taiwan",2017,"Ceftriaxone",6,0.666666666666667,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Portugal",2017,"Cephalosporins",5,0.6,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Poland",2017,"Fluoroquinolones",8,0.25,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Venezuela",2017,"Fluoroquinolones",2,0,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Serbia",2017,"Fluoroquinolones",4,0.25,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Denmark",2017,"Aminoglycosides",9,0,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Denmark",2017,"Levofloxacin",9,0.111111111111111,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Colombia",2017,"Carbapenems",5,0.2,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Belgium",2017,"Cefuroxime",24,0.458333333333333,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Czech Republic",2017,"Levofloxacin",9,0.111111111111111,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Turkey",2017,"Ceftriaxone",5,0.4,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Denmark",2017,"Amoxicillin",9,0.888888888888889,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Germany",2017,"Levofloxacin",17,0.0588235294117647,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Jordan",2017,"Fluoroquinolones",2,0,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Denmark",2017,"Meropenem",9,0,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Turkey",2017,"Aminopenicillins",5,1,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Germany",2017,"Cefuroxime",17,0.352941176470588,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Netherlands",2017,"Aminopenicillins",14,0.928571428571429,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Turkey",2017,"Fluoroquinolones",5,0.2,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Serbia",2017,"Ceftriaxone",4,1,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Portugal",2017,"Amoxicillin",5,0.8,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Venezuela",2017,"Aminoglycosides",2,0,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Russia",2017,"Cefuroxime",2,0,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Belgium",2017,"Cephalosporins",24,0.458333333333333,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Portugal",2017,"Fluoroquinolones",5,0.2,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Portugal",2017,"Aminoglycosides",5,0,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Serbia",2017,"Levofloxacin",4,0.25,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Venezuela",2017,"Ceftriaxone",2,0,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Netherlands",2017,"Ceftriaxone",14,0.357142857142857,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Morocco",2017,"Ceftriaxone",2,0.5,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Guatemala",2017,"Aminopenicillins",6,1,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Germany",2017,"Meropenem",17,0.0588235294117647,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Czech Republic",2017,"Ceftriaxone",9,0.222222222222222,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Portugal",2017,"Meropenem",5,0,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Guatemala",2017,"Fluoroquinolones",6,0,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Guatemala",2017,"Cefuroxime",6,0.166666666666667,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Lithuania",2017,"Co-amoxiclav",2,1,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Czech Republic",2017,"Cephalosporins",9,0.222222222222222,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Belgium",2017,"Carbapenems",24,0.0833333333333333,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Netherlands",2017,"Co-amoxiclav",14,0.928571428571429,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Czech Republic",2017,"Carbapenems",9,0,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Czech Republic",2017,"Aminoglycosides",9,0,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Mexico",2017,"Ceftriaxone",4,0.5,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Belgium",2017,"Aminopenicillins",24,0.916666666666667,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Portugal",2017,"Co-amoxiclav",5,0.8,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Belgium",2017,"Fluoroquinolones",24,0.0416666666666667,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Guatemala",2017,"Carbapenems",6,0,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Korea, South",2017,"Cephalosporins",15,0.6,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Venezuela",2017,"Meropenem",2,0,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Czech Republic",2017,"Meropenem",9,0,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Guatemala",2017,"Amoxicillin",6,1,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Portugal",2017,"Levofloxacin",5,0.2,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Turkey",2017,"Carbapenems",5,0.2,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Guatemala",2017,"Aminoglycosides",6,0,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Korea, South",2017,"Fluoroquinolones",15,0.333333333333333,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Portugal",2017,"Ceftriaxone",5,0.6,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Turkey",2017,"Levofloxacin",5,0.2,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Denmark",2017,"Co-amoxiclav",9,1,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Serbia",2017,"Co-amoxiclav",4,1,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Czech Republic",2017,"Aminopenicillins",9,0.777777777777778,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Turkey",2017,"Cephalosporins",5,0.4,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Germany",2017,"Co-amoxiclav",17,0.941176470588235,0.01,"ATLAS"
"Enterobacter cloacae","c.uti","Guatemala",2017,"Cephalosporins",6,0.333333333333333,0.01,"ATLAS"
"Enterobacter cloacae","sep","Venezuela",2017,"Carbapenems",8,0,0.02,"ATLAS"
"Enterobacter cloacae","sep","United States",2017,"Levofloxacin",19,0,0.02,"ATLAS"
"Enterobacter cloacae","sep","Korea, South",2017,"Aminopenicillins",2,1,0.02,"ATLAS"
"Enterobacter cloacae","sep","Korea, South",2017,"Fluoroquinolones",2,0.5,0.02,"ATLAS"
"Enterobacter cloacae","sep","United States",2017,"Ceftriaxone",19,0.263157894736842,0.02,"ATLAS"
"Enterobacter cloacae","sep","Hong Kong",2017,"Macrolides",3,0,0.02,"ATLAS"
"Enterobacter cloacae","sep","Czech Republic",2017,"Cefuroxime",9,0.333333333333333,0.02,"ATLAS"
"Enterobacter cloacae","sep","Argentina",2017,"Cefuroxime",13,0.692307692307692,0.02,"ATLAS"
"Enterobacter cloacae","sep","Argentina",2017,"Ceftriaxone",13,0.692307692307692,0.02,"ATLAS"
"Enterobacter cloacae","sep","United States",2017,"Co-amoxiclav",19,0.947368421052632,0.02,"ATLAS"
"Enterobacter cloacae","sep","Hungary",2017,"Aminoglycosides",6,0,0.02,"ATLAS"
"Enterobacter cloacae","sep","Argentina",2017,"Fluoroquinolones",13,0.153846153846154,0.02,"ATLAS"
"Enterobacter cloacae","sep","Mexico",2017,"Aminopenicillins",23,0.869565217391304,0.02,"ATLAS"
"Enterobacter cloacae","sep","Venezuela",2017,"Aminopenicillins",8,0.875,0.02,"ATLAS"
"Enterobacter cloacae","sep","Jordan",2017,"Levofloxacin",2,0,0.02,"ATLAS"
"Enterobacter cloacae","sep","Korea, South",2017,"Carbapenems",2,0.5,0.02,"ATLAS"
"Enterobacter cloacae","sep","Hungary",2017,"Ceftriaxone",6,0.5,0.02,"ATLAS"
"Enterobacter cloacae","sep","Thailand",2017,"Cefuroxime",2,1,0.02,"ATLAS"
"Enterobacter cloacae","sep","Czech Republic",2017,"Amoxicillin",9,1,0.02,"ATLAS"
"Enterobacter cloacae","sep","Czech Republic",2017,"Fluoroquinolones",9,0.111111111111111,0.02,"ATLAS"
"Enterobacter cloacae","sep","Germany",2017,"Cephalosporins",11,0.363636363636364,0.02,"ATLAS"
"Enterobacter cloacae","sep","Taiwan",2017,"Meropenem",11,0,0.02,"ATLAS"
"Enterobacter cloacae","sep","Argentina",2017,"Meropenem",13,0.0769230769230769,0.02,"ATLAS"
"Enterobacter cloacae","sep","Hungary",2017,"Fluoroquinolones",6,0.166666666666667,0.02,"ATLAS"
"Enterobacter cloacae","sep","Czech Republic",2017,"Cephalosporins",9,0.333333333333333,0.02,"ATLAS"
"Enterobacter cloacae","sep","Chile",2017,"Amoxicillin",6,1,0.02,"ATLAS"
"Enterobacter cloacae","sep","Mexico",2017,"Carbapenems",23,0,0.02,"ATLAS"
